"team","location","result","events","Expected Goals (xG)","Ball Possession","Total shots","Shots on target","Corner Kicks","Yellow Cards","Shots off target","Blocked Shots","Offsides","Free Kicks","Throw-ins","Fouls","Goalkeeper Saves","Red Cards"
"Celta Vigo","away","draw","[{""time"":51,""event"":""foul""},{""time"":94,""event"":""goal""}]","1.33","48%","17","6","7","1","6","5","3","12","20","12","1",
"Valencia","home","win","[{""time"":74,""event"":""goal""}]","1.46","38%","9","4","6",,"2","3","2","6","24","12","1",
"Las Palmas","away","loss","[]","0.78","62%","7","1","4",,"4","2","1","14","24","6","3",
"Mallorca","home","loss","[{""time"":2,""event"":""foul""},{""time"":73,""event"":""foul""}]","0.51","40%","8","1","6","2","4","3","6","12","12","12","2",
"Villarreal","away","win","[{""time"":45,""event"":""foul""},{""time"":50,""event"":""foul""},{""time"":51,""event"":""foul""},{""time"":62,""event"":""goal""},{""time"":83,""event"":""foul""}]","2.18","60%","15","3","5","4","7","5","1","20","18","11","1",
"Atl. Madrid","home","win","[{""time"":39,""event"":""foul""},{""time"":42,""event"":""foul""},{""time"":49,""event"":""goal""},{""time"":67,""event"":""goal""},{""time"":94,""event"":""foul""},{""time"":98,""event"":""goal""}]","2.42","45%","14","6","3","3","6","2","3","10","24","15","3",
"Granada CF","away","loss","[{""time"":10,""event"":""foul""},{""time"":52,""event"":""foul""},{""time"":62,""event"":""goal""}]","0.79","55%","7","4","3","1","0","3","0","17","16","9","3",
"Cadiz CF","home","win","[{""time"":7,""event"":""goal""},{""time"":67,""event"":""foul""},{""time"":75,""event"":""foul""},{""time"":84,""event"":""foul""},{""time"":88,""event"":""foul""}]","0.72","44%","12","3","2","3","6","3","2","18","27","19","2","1"
"Alaves","away","loss","[{""time"":48,""event"":""foul""},{""time"":52,""event"":""foul""}]","0.27","56%","10","2","4","2","5","3","2","18","22","15","2","0"
"Getafe","home","draw","[{""time"":15,""event"":""foul""},{""time"":31,""event"":""foul""},{""time"":38,""event"":""foul""},{""time"":57,""event"":""foul""},{""time"":82,""event"":""foul""},{""time"":84,""event"":""foul""},{""time"":91,""event"":""foul""},{""time"":105,""event"":""foul""}]","0.51","25%","5","2","3","8","3","0","4","15","13","20","4","1"
"Barcelona","away","draw","[{""time"":38,""event"":""foul""},{""time"":42,""event"":""foul""},{""time"":70,""event"":""foul""},{""time"":101,""event"":""foul""}]","1.26","75%","14","4","4","2","7","3","2","24","21","11","2","1"
"Villarreal","home","loss","[{""time"":15,""event"":""foul""},{""time"":61,""event"":""goal""},{""time"":70,""event"":""foul""}]","0.84","63%","18","5","9","1","6","7","2","16","17","13","3",
"Betis","away","win","[{""time"":20,""event"":""goal""},{""time"":27,""event"":""foul""},{""time"":60,""event"":""foul""},{""time"":88,""event"":""foul""},{""time"":95,""event"":""goal""}]","1.08","37%","12","5","4","3","2","5","1","13","12","17","4",
"Celta Vigo","home","loss","[{""time"":30,""event"":""foul""}]","0.85","52%","11","1","7","1","7","3","6","13","32","11","3",
"Osasuna","away","win","[{""time"":24,""event"":""goal""},{""time"":51,""event"":""foul""},{""time"":74,""event"":""goal""}]","1.21","48%","11","5","2","1","5","1","1","18","15","15","1",
"Ath Bilbao","home","loss","[{""time"":4,""event"":""foul""},{""time"":67,""event"":""foul""},{""time"":87,""event"":""foul""}]","0.53","46%","7","1","7","3","3","3","2","8","13","18","6",
"Real Madrid","away","win","[{""time"":28,""event"":""goal""},{""time"":36,""event"":""goal""},{""time"":76,""event"":""foul""}]","0.94","54%","14","8","5","1","3","3","2","18","14","6","1",
"Las Palmas","home","draw","[{""time"":29,""event"":""goal""},{""time"":84,""event"":""foul""},{""time"":84,""event"":""foul""}]","0.92","69%","5","2","3","3","1","2","1","28","23","11","1",
"Mallorca","away","draw","[{""time"":28,""event"":""foul""},{""time"":41,""event"":""foul""},{""time"":53,""event"":""foul""},{""time"":70,""event"":""goal""}]","1.38","31%","12","2","6","2","8","2","6","11","22","21","1",
"Real Sociedad","home","draw","[{""time"":5,""event"":""goal""},{""time"":48,""event"":""foul""},{""time"":85,""event"":""foul""}]","0.60","48%","15","2","4","2","11","2","0","11","20","22","0",
"Girona","away","draw","[{""time"":9,""event"":""foul""},{""time"":48,""event"":""foul""},{""time"":72,""event"":""goal""},{""time"":79,""event"":""foul""},{""time"":91,""event"":""foul""},{""time"":92,""event"":""foul""}]","1.17","52%","6","1","1","5","2","3","3","17","22","9","1",
"Sevilla","home","loss","[{""time"":15,""event"":""foul""},{""time"":45,""event"":""foul""},{""time"":69,""event"":""goal""},{""time"":81,""event"":""foul""},{""time"":97,""event"":""foul""}]","0.64","55%","9","3","8","3","5","1","3","18","26","15","1","1"
"Valencia","away","win","[{""time"":10,""event"":""foul""},{""time"":16,""event"":""foul""},{""time"":60,""event"":""goal""},{""time"":88,""event"":""goal""}]","0.96","45%","10","3","1","2","6","1","0","18","23","17","2","0"
"Almeria","home","loss","[{""time"":65,""event"":""foul""}]","1.49","60%","19","5","8","1","11","3","1","25","17","16","2",
"Rayo Vallecano","away","win","[{""time"":20,""event"":""goal""},{""time"":28,""event"":""goal""},{""time"":40,""event"":""foul""},{""time"":51,""event"":""foul""},{""time"":65,""event"":""foul""}]","2.22","40%","10","4","3","3","2","4","1","13","12","25","5",
