"team","location","result","events","Expected Goals (xG)","Ball Possession","Total shots","Shots on target","Corner Kicks","Yellow Cards","Shots off target","Offsides","Free Kicks","Throw-ins","Fouls","Goalkeeper Saves","Blocked Shots","Red Cards"
"Brighton","away","win","[{""time"":8,""event"":""foul""},{""time"":15,""event"":""goal""},{""time"":18,""event"":""foul""},{""time"":19,""event"":""foul""},{""time"":46,""event"":""goal""},{""time"":51,""event"":""goal""},{""time"":55,""event"":""goal""},{""time"":60,""event"":""foul""},{""time"":64,""event"":""foul""},{""time"":95,""event"":""foul""}]","1.98","55%","16","8","3","6","8","7",,,"11","4",,"0"
"Nottingham","home","win","[{""time"":3,""event"":""goal""},{""time"":36,""event"":""foul""},{""time"":44,""event"":""foul""},{""time"":89,""event"":""goal""}]","1.21","50%","16","4","6","2","12","3","9","25","5","2",,
"Sheffield Utd","away","loss","[{""time"":47,""event"":""foul""},{""time"":48,""event"":""goal""},{""time"":72,""event"":""foul""},{""time"":86,""event"":""foul""}]","0.43","50%","7","3","7","3","4","2","7","23","9","2",,
"Manchester Utd","home","win","[{""time"":17,""event"":""foul""},{""time"":44,""event"":""foul""},{""time"":76,""event"":""goal""}]","1.49","51%","15","3","8","2","12","1","12","14","15","6",,
"Wolves","away","loss","[{""time"":27,""event"":""foul""},{""time"":35,""event"":""foul""},{""time"":69,""event"":""foul""},{""time"":97,""event"":""foul""}]","2.14","49%","23","6","7","3","17","3","16","14","10","2",,
"Chelsea","home","draw","[{""time"":4,""event"":""foul""},{""time"":32,""event"":""foul""},{""time"":37,""event"":""goal""},{""time"":39,""event"":""foul""},{""time"":85,""event"":""foul""}]","1.31","65%","10","4","4","3","4","3","17","23","5","0","2",
"Liverpool","away","draw","[{""time"":18,""event"":""goal""},{""time"":29,""event"":""foul""},{""time"":32,""event"":""foul""},{""time"":68,""event"":""foul""},{""time"":85,""event"":""foul""},{""time"":89,""event"":""foul""}]","1.23","35%","13","1","4","4","7","5","8","11","13","3","5",
"Brentford","home","draw","[{""time"":26,""event"":""goal""},{""time"":36,""event"":""goal""},{""time"":62,""event"":""foul""}]","2.07","31%","11","6","3","1","5","1","13","16","12","4",,
"Tottenham","away","draw","[{""time"":11,""event"":""goal""},{""time"":26,""event"":""foul""},{""time"":36,""event"":""foul""},{""time"":36,""event"":""foul""},{""time"":44,""event"":""foul""},{""time"":49,""event"":""goal""}]","1.37","69%","18","6","6","4","12","0","12","17","13","4",,
"Newcastle","home","win","[{""time"":6,""event"":""goal""},{""time"":16,""event"":""goal""},{""time"":54,""event"":""foul""},{""time"":53,""event"":""foul""},{""time"":58,""event"":""goal""},{""time"":67,""event"":""foul""},{""time"":77,""event"":""goal""},{""time"":91,""event"":""goal""},{""time"":92,""event"":""foul""}]","3.10","53%","17","13","6","4","4","2","19","14","12","5",,
"Aston Villa","away","loss","[{""time"":6,""event"":""foul""},{""time"":11,""event"":""goal""},{""time"":32,""event"":""foul""},{""time"":54,""event"":""foul""},{""time"":48,""event"":""foul""}]","1.66","47%","16","6","5","4","10","1","13","20","17","8",,
"Bournemouth","home","draw","[{""time"":82,""event"":""goal""},{""time"":97,""event"":""foul""}]","1.13","63%","14","5","10","1","9","0","16","20","9","2",,
"West Ham","away","draw","[{""time"":39,""event"":""foul""},{""time"":49,""event"":""foul""},{""time"":51,""event"":""goal""},{""time"":87,""event"":""foul""},{""time"":94,""event"":""foul""}]","1.14","37%","16","3","4","4","13","2","8","21","14","4",,
"Brighton","home","win","[{""time"":7,""event"":""foul""},{""time"":36,""event"":""goal""},{""time"":43,""event"":""foul""},{""time"":71,""event"":""goal""},{""time"":85,""event"":""goal""},{""time"":95,""event"":""goal""}]","3.68","71%","27","12","6","2","15","2","10","9","11","2",,
"Luton","away","loss","[{""time"":51,""event"":""foul""},{""time"":59,""event"":""foul""},{""time"":81,""event"":""goal""}]","1.26","29%","9","3","7","2","6","3","6","10","12","8",,
"Everton","home","loss","[]","3.07","41%","19","9","10","0","10","6","9","27","12","1",,
"Fulham","away","win","[{""time"":30,""event"":""foul""},{""time"":73,""event"":""goal""},{""time"":87,""event"":""foul""},{""time"":91,""event"":""foul""}]","1.56","59%","9","2","4","2","7","3","18","22","6","9",,
"Sheffield Utd","home","loss","[{""time"":16,""event"":""foul""},{""time"":57,""event"":""foul""},{""time"":86,""event"":""foul""}]","0.39","33%","8","1","5","3","7","2","13","16","18","7",,
"Crystal Palace","away","win","[{""time"":49,""event"":""goal""}]","1.58","67%","24","8","5","0","16","2","20","33","11","1",,
"Arsenal","home","win","[{""time"":26,""event"":""goal""},{""time"":32,""event"":""goal""},{""time"":50,""event"":""foul""},{""time"":92,""event"":""foul""}]","0.66","79%","15","7","8","2","8","2","13","18","12","1",,
"Nottingham","away","loss","[{""time"":28,""event"":""foul""},{""time"":81,""event"":""foul""},{""time"":82,""event"":""goal""}]","1.12","21%","6","2","3","2","4","1","14","9","12","5",,
"Burnley","home","loss","[{""time"":94,""event"":""foul""}]","0.34","35%","6","1","6",,"5","0","9","15","11","5",,"1"
"Manchester City","away","win","[{""time"":4,""event"":""goal""},{""time"":36,""event"":""goal""},{""time"":75,""event"":""foul""},{""time"":75,""event"":""goal""}]","2.25","65%","17","8","5",,"9","1","11","13","8","1",,"0"
